"timestamp","model","command","latency_s","parsed_ok","tokens_in","tokens_out","tokens_total","json","raw"
"2025-08-28T18:33:17","anthropic/claude-3.7-sonnet","Go to the table","2.491","1","88","37","125","{""intent"": ""navigate"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Moving to the table, but need to know which table or its location""}","{""intent"":""navigate"",""goal"":{""x"":0,""y"":0},""note"":""Moving to the table, but need to know which table or its location""}"
"2025-08-28T18:33:22","anthropic/claude-3.7-sonnet","Go to the foldable chair","2.673","1","91","30","121","{""intent"": ""navigate"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Moving to the foldable chair""}","{""intent"":""navigate"",""goal"":{""x"":0,""y"":0},""note"":""Moving to the foldable chair""}"
"2025-08-28T18:33:23","anthropic/claude-3.7-sonnet","Go to the foldable chair","1.587","1","91","30","121","{""intent"": ""navigate"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Moving to the foldable chair""}","{""intent"":""navigate"",""goal"":{""x"":0,""y"":0},""note"":""Moving to the foldable chair""}"
"2025-08-28T18:33:27","anthropic/claude-3.7-sonnet","Go to the foldable chair","3.474","1","91","30","121","{""intent"": ""navigate"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Moving to the foldable chair""}","{""intent"":""navigate"",""goal"":{""x"":0,""y"":0},""note"":""Moving to the foldable chair""}"
"2025-08-28T18:33:33","anthropic/claude-3.7-sonnet","Head to the shelf near entry","2.97","1","90","35","125","{""intent"": ""navigate"", ""goal"": {""x"": 1.5, ""y"": 0.5}, ""note"": ""Moving to the shelf located near the entrance""}","{""intent"":""navigate"",""goal"":{""x"":1.5,""y"":0.5},""note"":""Moving to the shelf located near the entrance""}"
"2025-08-28T18:33:36","anthropic/claude-3.7-sonnet","Head to the shelf near entry","3.19","1","90","35","125","{""intent"": ""navigate"", ""goal"": {""x"": 1.5, ""y"": 0.5}, ""note"": ""Moving to the shelf located near the entrance""}","{""intent"":""navigate"",""goal"":{""x"":1.5,""y"":0.5},""note"":""Moving to the shelf located near the entrance""}"
"2025-08-28T18:33:39","anthropic/claude-3.7-sonnet","Head to the shelf near entry","2.721","1","90","35","125","{""intent"": ""navigate"", ""goal"": {""x"": 1.5, ""y"": 0.5}, ""note"": ""Moving to the shelf located near the entrance""}","{""intent"":""navigate"",""goal"":{""x"":1.5,""y"":0.5},""note"":""Moving to the shelf located near the entrance""}"
"2025-08-28T18:33:58","google/gemini-2.5-pro","Go to the charging station","12.378","1","77","1054","1131","{""intent"": ""charge"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Go to the charging station""}","```json
{""intent"":""charge"",""goal"":{""x"":0,""y"":0},""note"":""Go to the charging station""}
```"
"2025-08-28T18:34:11","google/gemini-2.5-pro","Go to the charging station","12.289","1","77","1054","1131","{""intent"": ""charge"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Go to the charging station""}","```json
{""intent"":""charge"",""goal"":{""x"":0,""y"":0},""note"":""Go to the charging station""}
```"
"2025-08-28T18:34:20","google/gemini-2.5-pro","Go to the charging station","9.1","1","77","838","915","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""I do not know the location of the charging station.""}","```json
{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""I do not know the location of the charging station.""}
```"
"2025-08-28T18:34:36","google/gemini-2.5-pro","Move to the docking station","8.14","1","77","665","742","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""I don't know the coordinates for the docking station.""}","{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""I don't know the coordinates for the docking station.""}"
"2025-08-28T18:34:48","google/gemini-2.5-pro","Move to the docking station","11.674","1","77","875","952","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""I need the coordinates for the docking station.""}","```json
{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""I need the coordinates for the docking station.""}
```"
"2025-08-28T18:34:58","google/gemini-2.5-pro","Move to the docking station","10.445","1","77","911","988","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""docking station""}","```json
{""intent"":""move"",""goal"":{""x"":0,""y"":0},""note"":""docking station""}
```"
"2025-08-28T18:35:16","google/gemini-2.5-pro","Go to the table","9.062","1","76","709","785","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Ambiguous destination. Please specify which table or provide coordinates.""}","```json
{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""Ambiguous destination. Please specify which table or provide coordinates.""}
```"
"2025-08-28T18:35:26","google/gemini-2.5-pro","Go to the table","9.985","1","76","709","785","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Ambiguous destination. Please specify which table or provide coordinates.""}","```json
{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""Ambiguous destination. Please specify which table or provide coordinates.""}
```"
"2025-08-28T18:35:34","google/gemini-2.5-pro","Go to the table","7.883","1","76","593","669","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""I don't know where 'the table' is.""}","{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""I don't know where 'the table' is.""}"
"2025-08-28T18:35:56","google/gemini-2.5-pro","Go to the foldable chair","10.547","1","77","845","922","{""intent"": ""go_to"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""The location of 'the foldable chair' is unknown.""}","{""intent"":""go_to"",""goal"":{""x"":0,""y"":0},""note"":""The location of 'the foldable chair' is unknown.""}"
"2025-08-28T18:36:06","google/gemini-2.5-pro","Go to the foldable chair","10.239","1","77","831","908","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""I don't know the location of 'the foldable chair'.""}","```json
{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""I don't know the location of 'the foldable chair'.""}
```"
"2025-08-28T18:36:15","google/gemini-2.5-pro","Go to the foldable chair","8.655","1","77","699","776","{""intent"": ""go_to"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""foldable chair""}","{""intent"":""go_to"",""goal"":{""x"":0,""y"":0},""note"":""foldable chair""}"
"2025-08-28T18:36:33","google/gemini-2.5-pro","Head to the shelf near entry","7.679","1","78","631","709","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""The location 'shelf near entry' is ambiguous. Please be more specific.""}","{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""The location 'shelf near entry' is ambiguous. Please be more specific.""}"
"2025-08-28T18:36:41","google/gemini-2.5-pro","Head to the shelf near entry","7.271","1","78","510","588","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Which shelf and which entry?""}","```json
{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""Which shelf and which entry?""}
```"
"2025-08-28T18:36:48","google/gemini-2.5-pro","Head to the shelf near entry","7.014","1","78","510","588","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Which shelf and which entry?""}","```json
{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""Which shelf and which entry?""}
```"
"2025-08-28T18:36:51","mistralai/mistral-large-2411","Go to the charging station","1.92","1","91","47","138","{""intent"": ""move"", ""goal"": {""x"": 0.0, ""y"": 0.0}, ""note"": ""charging station""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"":0.0,""y"":0.0},
  ""note"": ""charging station""
}
```"
"2025-08-28T18:36:53","mistralai/mistral-large-2411","Go to the charging station","1.356","1","91","47","138","{""intent"": ""move"", ""goal"": {""x"": 0.0, ""y"": 0.0}, ""note"": ""charging station""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"":0.0,""y"":0.0},
  ""note"": ""charging station""
}
```"
"2025-08-28T18:36:55","mistralai/mistral-large-2411","Go to the charging station","1.844","1","91","50","141","{""intent"": ""move"", ""goal"": {""x"": 0.0, ""y"": 0.0}, ""note"": ""charging station""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"": 0.0, ""y"": 0.0},
  ""note"": ""charging station""
}
```"
"2025-08-28T18:36:57","mistralai/mistral-large-2411","Move to the docking station","1.433","1","92","51","143","{""intent"": ""move"", ""goal"": {""x"": 0.0, ""y"": 0.0}, ""note"": ""docking station""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"": 0.0, ""y"": 0.0},
  ""note"": ""docking station""
}
```"
"2025-08-28T18:36:59","mistralai/mistral-large-2411","Move to the docking station","1.331","1","92","44","136","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""docking station""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"":0,""y"":0},
  ""note"": ""docking station""
}
```"
"2025-08-28T18:37:00","mistralai/mistral-large-2411","Move to the docking station","1.299","1","92","51","143","{""intent"": ""move"", ""goal"": {""x"": 0.0, ""y"": 0.0}, ""note"": ""docking station""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"": 0.0, ""y"": 0.0},
  ""note"": ""docking station""
}
```"
"2025-08-28T18:37:03","mistralai/mistral-large-2411","Go to the table","1.347","1","90","47","137","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Destination is the table""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"": 0, ""y"": 0},
  ""note"": ""Destination is the table""
}
```"
"2025-08-28T18:37:04","mistralai/mistral-large-2411","Go to the table","1.276","1","90","44","134","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""table""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"": 0, ""y"": 0},
  ""note"": ""table""
}
```"
"2025-08-28T18:37:06","mistralai/mistral-large-2411","Go to the table","1.364","1","90","47","137","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""destination is the table""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"": 0, ""y"": 0},
  ""note"": ""destination is the table""
}
```"
"2025-08-28T18:37:09","mistralai/mistral-large-2411","Go to the foldable chair","1.434","1","92","49","141","{""intent"": ""navigate"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Locate the foldable chair""}","```json
{
  ""intent"": ""navigate"",
  ""goal"": {""x"": 0, ""y"":0},
  ""note"": ""Locate the foldable chair""
}
```"
"2025-08-28T18:37:10","mistralai/mistral-large-2411","Go to the foldable chair","1.625","1","92","43","135","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""foldable chair""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"":0,""y"":0},
  ""note"": ""foldable chair""
}
```"
"2025-08-28T18:37:12","mistralai/mistral-large-2411","Go to the foldable chair","1.451","1","92","46","138","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""foldable chair""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"": 0, ""y"": 0},
  ""note"": ""foldable chair""
}
```"
"2025-08-28T18:37:15","mistralai/mistral-large-2411","Head to the shelf near entry","1.35","1","92","49","141","{""intent"": ""move"", ""goal"": {""x"": 1.0, ""y"": 2.0}, ""note"": ""Location of shelf near entry""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"":1.0,""y"":2.0},
  ""note"": ""Location of shelf near entry""
}
```"
"2025-08-28T18:37:16","mistralai/mistral-large-2411","Head to the shelf near entry","1.516","1","92","45","137","{""intent"": ""move"", ""goal"": {""x"": 1, ""y"": 1}, ""note"": ""Location: shelf near entry""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"":1,""y"":1},
  ""note"": ""Location: shelf near entry""
}
```"
"2025-08-28T18:37:18","mistralai/mistral-large-2411","Head to the shelf near entry","1.433","1","92","45","137","{""intent"": ""move"", ""goal"": {""x"": 1, ""y"": 1}, ""note"": ""Location: shelf near entry""}","```json
{
  ""intent"": ""move"",
  ""goal"": {""x"":1,""y"":1},
  ""note"": ""Location: shelf near entry""
}
```"
"2025-08-28T18:37:24","qwen/qwen-2.5-72b-instruct","Go to the charging station","4.886","1","89","29","118","{""intent"": ""move"", ""goal"": {""x"": 10.5, ""y"": 2.3}, ""note"": ""Charging station location assumed""}","{""intent"":""move"",""goal"":{""x"":10.5,""y"":2.3},""note"":""Charging station location assumed""}"
"2025-08-28T18:37:28","qwen/qwen-2.5-72b-instruct","Go to the charging station","4.257","1","89","29","118","{""intent"": ""move"", ""goal"": {""x"": 10.5, ""y"": 2.3}, ""note"": ""Charging station location assumed""}","{""intent"":""move"",""goal"":{""x"":10.5,""y"":2.3},""note"":""Charging station location assumed""}"
"2025-08-28T18:37:30","qwen/qwen-2.5-72b-instruct","Go to the charging station","1.646","1","89","27","116","{""intent"": ""move"", ""goal"": {""x"": 10.5, ""y"": 2.3}, ""note"": ""Charging station location""}","{""intent"":""move"",""goal"":{""x"":10.5,""y"":2.3},""note"":""Charging station location""}"
"2025-08-28T18:37:33","qwen/qwen-2.5-72b-instruct","Move to the docking station","2.222","1","89","24","113","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Docking station coordinates required""}","{""intent"":""move"",""goal"":{""x"":0,""y"":0},""note"":""Docking station coordinates required""}"
"2025-08-28T18:37:35","qwen/qwen-2.5-72b-instruct","Move to the docking station","1.561","1","89","25","114","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Docking station coordinates assumed as origin""}","{""intent"":""move"",""goal"":{""x"":0,""y"":0},""note"":""Docking station coordinates assumed as origin""}"
"2025-08-28T18:37:36","qwen/qwen-2.5-72b-instruct","Move to the docking station","1.293","1","89","30","119","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Docking station coordinates assumed as origin (0,0)""}","{""intent"":""move"",""goal"":{""x"":0,""y"":0},""note"":""Docking station coordinates assumed as origin (0,0)""}"
"2025-08-28T18:37:41","qwen/qwen-2.5-72b-instruct","Go to the table","3.278","1","88","39","127","{""intent"": ""move"", ""goal"": {""x"": 1.5, ""y"": 3.0}, ""note"": ""Assuming table is located at coordinates 1.5, 3.0""}","{""intent"":""move"",""goal"":{""x"":1.5,""y"":3.0},""note"":""Assuming table is located at coordinates 1.5, 3.0""}"
"2025-08-28T18:37:43","qwen/qwen-2.5-72b-instruct","Go to the table","1.739","1","88","37","125","{""intent"": ""move"", ""goal"": {""x"": 1.5, ""y"": 2.0}, ""note"": ""Assuming table is at (1.5, 2.0)""}","{""intent"":""move"",""goal"":{""x"":1.5,""y"":2.0},""note"":""Assuming table is at (1.5, 2.0)""}"
"2025-08-28T18:37:46","qwen/qwen-2.5-72b-instruct","Go to the table","2.867","1","88","39","127","{""intent"": ""move"", ""goal"": {""x"": 1.5, ""y"": 3.0}, ""note"": ""Assuming table is located at coordinates 1.5, 3.0""}","{""intent"":""move"",""goal"":{""x"":1.5,""y"":3.0},""note"":""Assuming table is located at coordinates 1.5, 3.0""}"
"2025-08-28T18:37:49","qwen/qwen-2.5-72b-instruct","Go to the foldable chair","1.543","1","90","26","116","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Need coordinates for the foldable chair""}","{""intent"":""move"",""goal"":{""x"":0,""y"":0},""note"":""Need coordinates for the foldable chair""}"
"2025-08-28T18:37:52","qwen/qwen-2.5-72b-instruct","Go to the foldable chair","2.761","1","90","28","118","{""intent"": ""move_to_object"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Foldable chair's coordinates are unknown""}","{""intent"":""move_to_object"",""goal"":{""x"":0,""y"":0},""note"":""Foldable chair's coordinates are unknown""}"
"2025-08-28T18:37:53","qwen/qwen-2.5-72b-instruct","Go to the foldable chair","1.532","1","90","26","116","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""location of the foldable chair is unknown""}","{""intent"":""move"",""goal"":{""x"":0,""y"":0},""note"":""location of the foldable chair is unknown""}"
"2025-08-28T18:37:57","qwen/qwen-2.5-72b-instruct","Head to the shelf near entry","2.473","1","90","33","123","{""intent"": ""move"", ""goal"": {""x"": 1.5, ""y"": 0.5}, ""note"": ""Shelf near entry typically located close to the entrance""}","{""intent"":""move"",""goal"":{""x"":1.5,""y"":0.5},""note"":""Shelf near entry typically located close to the entrance""}"
"2025-08-28T18:37:59","qwen/qwen-2.5-72b-instruct","Head to the shelf near entry","1.536","1","90","32","122","{""intent"": ""move"", ""goal"": {""x"": 1.5, ""y"": 0.5}, ""note"": ""Shelf near entry typically located close to the entrance""}","{""intent"":""move"",""goal"":{""x"":1.5,""y"":0.5},""note"":""Shelf near entry typically located close to the entrance""}"
"2025-08-28T18:38:00","qwen/qwen-2.5-72b-instruct","Head to the shelf near entry","1.571","1","90","33","123","{""intent"": ""move"", ""goal"": {""x"": 1.5, ""y"": 0.5}, ""note"": ""Shelf near entry typically located close to the entrance""}","{""intent"":""move"",""goal"":{""x"":1.5,""y"":0.5},""note"":""Shelf near entry typically located close to the entrance""}"
"2025-08-28T18:38:03","meta-llama/llama-3.3-70b-instruct","Go to the charging station","1.313","1","91","25","116","{""intent"": ""navigate"", ""goal"": {""x"": 0.0, ""y"": 0.0}, ""note"": ""charging station""}","{""intent"":""navigate"",""goal"":{""x"":0.0,""y"":0.0},""note"":""charging station""}"
"2025-08-28T18:38:05","meta-llama/llama-3.3-70b-instruct","Go to the charging station","1.948","1","92","25","117","{""intent"": ""navigate"", ""goal"": {""x"": 0.0, ""y"": 0.0}, ""note"": ""charging station""}","{""intent"":""navigate"",""goal"":{""x"":0.0,""y"":0.0},""note"":""charging station""}"
"2025-08-28T18:38:07","meta-llama/llama-3.3-70b-instruct","Go to the charging station","2.054","1","92","25","117","{""intent"": ""navigate"", ""goal"": {""x"": 0.0, ""y"": 0.0}, ""note"": ""charging station""}","{""intent"":""navigate"",""goal"":{""x"":0.0,""y"":0.0},""note"":""charging station""}"
"2025-08-28T18:38:10","meta-llama/llama-3.3-70b-instruct","Move to the docking station","1.332","1","91","26","117","{""intent"": ""move"", ""goal"": {""x"": 0.0, ""y"": 0.0}, ""note"": ""docking station""}","{""intent"":""move"",""goal"":{""x"":0.0,""y"":0.0},""note"":""docking station""}"
"2025-08-28T18:38:12","meta-llama/llama-3.3-70b-instruct","Move to the docking station","1.843","1","92","22","114","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""docking station""}","{""intent"":""move"",""goal"":{""x"":0,""y"":0},""note"":""docking station""}"
"2025-08-28T18:38:14","meta-llama/llama-3.3-70b-instruct","Move to the docking station","1.311","1","91","26","117","{""intent"": ""move"", ""goal"": {""x"": 0.0, ""y"": 0.0}, ""note"": ""docking station""}","{""intent"":""move"",""goal"":{""x"":0.0,""y"":0.0},""note"":""docking station""}"
"2025-08-28T18:38:16","meta-llama/llama-3.3-70b-instruct","Go to the table","0.927","1","91","25","116","{""intent"": ""move"", ""goal"": {""x"": 1.0, ""y"": 1.0}, ""note"": ""table location""}","{""intent"":""move"",""goal"":{""x"":1.0,""y"":1.0},""note"":""table location""}"
"2025-08-28T18:38:17","meta-llama/llama-3.3-70b-instruct","Go to the table","1.201","1","90","25","115","{""intent"": ""move"", ""goal"": {""x"": 1.0, ""y"": 1.0}, ""note"": ""table location""}","{""intent"":""move"",""goal"":{""x"":1.0,""y"":1.0},""note"":""table location""}"
