"timestamp","model","command","latency_s","parsed_ok","tokens_in","tokens_out","tokens_total","json","raw"
"2025-08-26T18:00:13","meta-llama/llama-3.3-70b-instruct","go to the docking station","6.451","1","91","22","113","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""docking station""}","{""intent"":""move"",""goal"":{""x"":0,""y"":0},""note"":""docking station""}"
"2025-08-26T18:00:16","meta-llama/llama-3.3-70b-instruct","I'm thirsty, get me water","1.536","1","93","20","113","{""intent"": ""fetch"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""water""}","{""intent"":""fetch"",""goal"":{""x"":0,""y"":0},""note"":""water""}"
"2025-08-26T18:00:19","mistralai/mistral-7b-instruct","go to the docking station","1.327","1","93","41","134","{""intent"": ""move"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""The docking station's location is assumed to be the origin (0,0)""}"," {""intent"":""move"", ""goal"":{""x"":0, ""y"":0}, ""note"":""The docking station's location is assumed to be the origin (0,0)""}"
"2025-08-26T18:00:23","mistralai/mistral-7b-instruct","I'm thirsty, get me water","2.23","1","98","30","128","{""intent"": ""getWater"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Bring water to the current location""}"," {""intent"":""getWater"",""goal"":{""x"":0,""y"":0},""note"":""Bring water to the current location""}"
"2025-08-26T18:00:27","openai/gpt-3.5-turbo-0613","go to the docking station","1.64","1","87","21","108","{""intent"": ""navigate"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""docking station""}","{""intent"":""navigate"",""goal"":{""x"":0,""y"":0},""note"":""docking station""}"
"2025-08-26T18:00:30","openai/gpt-3.5-turbo-0613","I'm thirsty, get me water","1.637","1","89","20","109","{""intent"": ""fetch"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""fetch water""}","{""intent"":""fetch"",""goal"":{""x"":0,""y"":0},""note"":""fetch water""}"
"2025-08-26T18:00:32","openai/gpt-3.5-turbo","go to the docking station","0.846","1","87","21","108","{""intent"": ""navigate"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""docking station""}","{""intent"":""navigate"",""goal"":{""x"":0,""y"":0},""note"":""docking station""}"
"2025-08-26T18:00:34","openai/gpt-3.5-turbo","I'm thirsty, get me water","0.833","1","89","20","109","{""intent"": ""fetch"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""fetch water""}","{""intent"":""fetch"",""goal"":{""x"":0,""y"":0},""note"":""fetch water""}"
"2025-08-26T18:00:43","openai/o4-mini","go to the docking station","4.818","1","86","288","374","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Coordinates for the docking station are required""}","{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""Coordinates for the docking station are required""}"
"2025-08-26T18:00:53","openai/o4-mini","I'm thirsty, get me water","5.671","1","87","350","437","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Location of water not specified""}","{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""Location of water not specified""}"
"2025-08-26T18:01:07","deepseek/deepseek-r1","go to the docking station","4.711","1","83","239","322","{""intent"": ""clarify"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Please specify the docking station's location coordinates""}","{""intent"":""clarify"",""goal"":{""x"":0,""y"":0},""note"":""Please specify the docking station's location coordinates""}"
"2025-08-26T18:02:02","deepseek/deepseek-r1","I'm thirsty, get me water","2.549","1","85","156","241","{""intent"": ""navigate"", ""goal"": {""x"": 0, ""y"": 0}, ""note"": ""Assuming water is in the kitchen. Provide specific coordinates if needed.""}","{""intent"":""navigate"",""goal"":{""x"":0,""y"":0},""note"":""Assuming water is in the kitchen. Provide specific coordinates if needed.""}"
